order_id,customer_id,item_id,style_name,size,color,purchase_date,relationship_tier,base_window_days,adjusted_window_days,window_closes_date,days_remaining,status,adjustment_reason
ORD-000766,CUST-00047,SKU-004,Wide Leg,29,Vintage Blue,2025-08-04,regular,30,30,2025-09-03,-306,closed,Standard 30-day return window.
ORD-000767,CUST-00047,SKU-015,Denim Overalls,L,Indigo,2026-04-11,regular,30,30,2026-05-11,-56,closed,Standard 30-day return window.
ORD-000768,CUST-00047,SKU-009,Cropped Straight,33,Stone Wash,2025-09-04,regular,30,30,2025-10-04,-275,closed,Standard 30-day return window.
ORD-000769,CUST-00047,SKU-009,Cropped Straight,33,Stone Wash,2025-05-19,regular,30,30,2025-06-18,-383,closed,Standard 30-day return window.
ORD-000770,CUST-00047,SKU-015,Denim Overalls,XS,Black,2025-11-01,regular,30,30,2025-12-01,-217,closed,Standard 30-day return window.
ORD-000771,CUST-00047,SKU-010,Flare,24,Raw Denim,2025-05-15,regular,30,30,2025-06-14,-387,closed,Standard 30-day return window.
ORD-000772,CUST-00047,SKU-011,Denim Jacket,M,Black,2026-02-24,regular,30,30,2026-03-26,-102,closed,Standard 30-day return window.
ORD-000773,CUST-00304,SKU-010,Flare,32,Stone Wash,2025-04-10,VIP,30,60,2025-06-09,-392,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000774,CUST-00304,SKU-008,Boyfriend,26,Indigo,2026-01-14,VIP,30,60,2026-03-15,-113,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000775,CUST-00304,SKU-010,Flare,29,Raw Denim,2025-09-01,VIP,30,60,2025-10-31,-248,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000776,CUST-00304,SKU-001,Skinny,25,White,2025-09-02,VIP,30,60,2025-11-01,-247,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000777,CUST-00304,SKU-001,Skinny,31,Indigo,2026-04-07,VIP,30,60,2026-06-06,-30,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000778,CUST-00304,SKU-009,Cropped Straight,33,Raw Denim,2026-04-25,VIP,30,60,2026-06-24,-12,discretionary,"VIP customer — standard 30-day window extended by 30 days to 60 days. Past the window, but VIP status allows manager discretion for up to 14 more days."
ORD-000779,CUST-00304,SKU-006,High-Rise Skinny,26,Raw Denim,2026-05-10,VIP,30,60,2026-07-09,3,closing_soon,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000780,CUST-00304,SKU-011,Denim Jacket,XS,Black,2026-02-09,VIP,30,60,2026-04-10,-87,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000781,CUST-00304,SKU-002,Straight,33,Black,2025-12-16,VIP,30,60,2026-02-14,-142,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000782,CUST-00304,SKU-014,Denim Shirt,XS,Raw Denim,2025-08-08,VIP,30,60,2025-10-07,-272,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000783,CUST-00304,SKU-012,Chore Jacket,L,Stone Wash,2026-02-10,VIP,30,60,2026-04-11,-86,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000784,CUST-00304,SKU-011,Denim Jacket,XL,Stone Wash,2024-12-26,VIP,30,60,2025-02-24,-497,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000785,CUST-00304,SKU-003,Bootcut,25,Black,2025-02-09,VIP,30,60,2025-04-10,-452,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000786,CUST-00305,SKU-015,Denim Overalls,M,Stone Wash,2026-06-16,regular,30,30,2026-07-16,10,open,Standard 30-day return window.
ORD-000787,CUST-00305,SKU-011,Denim Jacket,XS,Black,2025-10-08,regular,30,30,2025-11-07,-241,closed,Standard 30-day return window.
ORD-000788,CUST-00306,SKU-003,Bootcut,29,Vintage Blue,2025-02-16,new,30,30,2025-03-18,-475,closed,Standard 30-day return window.
ORD-000789,CUST-00307,SKU-005,Slim Straight,33,White,2026-03-08,regular,30,30,2026-04-07,-90,closed,Standard 30-day return window.
ORD-000790,CUST-00307,SKU-005,Slim Straight,33,Stone Wash,2026-03-15,regular,30,30,2026-04-14,-83,closed,Standard 30-day return window.
ORD-000791,CUST-00307,SKU-009,Cropped Straight,32,Vintage Blue,2025-11-05,regular,30,30,2025-12-05,-213,closed,Standard 30-day return window.
ORD-000792,CUST-00307,SKU-003,Bootcut,26,Raw Denim,2025-08-24,regular,30,30,2025-09-23,-286,closed,Standard 30-day return window.
ORD-000793,CUST-00307,SKU-008,Boyfriend,28,Indigo,2026-03-05,regular,30,30,2026-04-04,-93,closed,Standard 30-day return window.
ORD-000794,CUST-00307,SKU-002,Straight,25,Vintage Blue,2026-06-23,regular,30,30,2026-07-23,17,open,Standard 30-day return window.
ORD-000795,CUST-00307,SKU-016,Denim Skirt,S,Black,2026-03-23,regular,30,30,2026-04-22,-75,closed,Standard 30-day return window.
ORD-000796,CUST-00308,SKU-012,Chore Jacket,L,Raw Denim,2025-01-19,regular,30,30,2025-02-18,-503,closed,Standard 30-day return window.
ORD-000797,CUST-00308,SKU-011,Denim Jacket,XS,Raw Denim,2025-09-06,regular,30,30,2025-10-06,-273,closed,Standard 30-day return window.
ORD-000798,CUST-00308,SKU-009,Cropped Straight,33,Raw Denim,2025-08-15,regular,30,30,2025-09-14,-295,closed,Standard 30-day return window.
ORD-000799,CUST-00048,SKU-015,Denim Overalls,S,Black,2025-08-02,regular,30,30,2025-09-01,-308,closed,Standard 30-day return window.
ORD-000800,CUST-00048,SKU-004,Wide Leg,27,Vintage Blue,2025-12-02,regular,30,30,2026-01-01,-186,closed,Standard 30-day return window.
ORD-000801,CUST-00048,SKU-006,High-Rise Skinny,24,Raw Denim,2025-08-24,regular,30,30,2025-09-23,-286,closed,Standard 30-day return window.
ORD-000802,CUST-00048,SKU-007,Mom Jean,24,Stone Wash,2025-09-25,regular,30,30,2025-10-25,-254,closed,Standard 30-day return window.
ORD-000803,CUST-00048,SKU-014,Denim Shirt,L,Black,2025-10-27,regular,30,30,2025-11-26,-222,closed,Standard 30-day return window.
ORD-000804,CUST-00048,SKU-004,Wide Leg,31,Stone Wash,2024-07-12,regular,30,30,2024-08-11,-694,closed,Standard 30-day return window.
ORD-000805,CUST-00048,SKU-004,Wide Leg,29,Indigo,2025-01-01,regular,30,30,2025-01-31,-521,closed,Standard 30-day return window.
ORD-000806,CUST-00048,SKU-011,Denim Jacket,S,Stone Wash,2024-06-06,regular,30,30,2024-07-06,-730,closed,Standard 30-day return window.
ORD-000807,CUST-00309,SKU-011,Denim Jacket,S,Indigo,2025-03-16,regular,30,30,2025-04-15,-447,closed,Standard 30-day return window.
ORD-000808,CUST-00309,SKU-008,Boyfriend,34,Black,2026-02-25,regular,30,30,2026-03-27,-101,closed,Standard 30-day return window.
ORD-000809,CUST-00309,SKU-003,Bootcut,32,Vintage Blue,2025-08-27,regular,30,30,2025-09-26,-283,closed,Standard 30-day return window.
ORD-000810,CUST-00309,SKU-013,Trucker Jacket,XL,Black,2026-04-09,regular,30,30,2026-05-09,-58,closed,Standard 30-day return window.
ORD-000811,CUST-00309,SKU-016,Denim Skirt,L,Stone Wash,2025-12-01,regular,30,30,2025-12-31,-187,closed,Standard 30-day return window.
ORD-000812,CUST-00309,SKU-015,Denim Overalls,M,Black,2025-11-26,regular,30,30,2025-12-26,-192,closed,Standard 30-day return window.
ORD-000813,CUST-00309,SKU-005,Slim Straight,31,Stone Wash,2026-01-26,regular,30,30,2026-02-25,-131,closed,Standard 30-day return window.
ORD-000814,CUST-00309,SKU-014,Denim Shirt,XS,Stone Wash,2025-09-13,regular,30,30,2025-10-13,-266,closed,Standard 30-day return window.
ORD-000815,CUST-00309,SKU-002,Straight,28,Stone Wash,2026-03-20,regular,30,30,2026-04-19,-78,closed,Standard 30-day return window.
ORD-000816,CUST-00310,SKU-004,Wide Leg,33,Raw Denim,2026-04-10,regular,30,30,2026-05-10,-57,closed,Standard 30-day return window.
ORD-000817,CUST-00310,SKU-011,Denim Jacket,M,Indigo,2026-06-04,regular,30,30,2026-07-04,-2,closed,Standard 30-day return window.
ORD-000818,CUST-00310,SKU-013,Trucker Jacket,S,Stone Wash,2026-04-08,regular,30,30,2026-05-08,-59,closed,Standard 30-day return window.
ORD-000819,CUST-00310,SKU-002,Straight,24,Raw Denim,2026-05-01,regular,30,30,2026-05-31,-36,closed,Standard 30-day return window.
ORD-000820,CUST-00310,SKU-008,Boyfriend,34,Vintage Blue,2026-05-10,regular,30,30,2026-06-09,-27,closed,Standard 30-day return window.
ORD-000821,CUST-00310,SKU-009,Cropped Straight,25,Indigo,2026-06-09,regular,30,30,2026-07-09,3,closing_soon,Standard 30-day return window.
ORD-000822,CUST-00310,SKU-013,Trucker Jacket,S,Stone Wash,2026-04-06,regular,30,30,2026-05-06,-61,closed,Standard 30-day return window.
ORD-000823,CUST-00049,SKU-010,Flare,28,Stone Wash,2026-05-03,regular,30,30,2026-06-02,-34,closed,Standard 30-day return window.
ORD-000824,CUST-00049,SKU-013,Trucker Jacket,M,Raw Denim,2026-06-30,regular,30,30,2026-07-30,24,open,Standard 30-day return window.
ORD-000825,CUST-00049,SKU-016,Denim Skirt,M,Black,2026-06-05,regular,30,30,2026-07-05,-1,closed,Standard 30-day return window.
ORD-000826,CUST-00050,SKU-015,Denim Overalls,S,Indigo,2025-12-16,regular,30,30,2026-01-15,-172,closed,Standard 30-day return window.
ORD-000827,CUST-00050,SKU-003,Bootcut,25,Raw Denim,2026-03-25,regular,30,30,2026-04-24,-73,closed,Standard 30-day return window.
ORD-000828,CUST-00050,SKU-016,Denim Skirt,XL,Black,2026-04-30,regular,30,30,2026-05-30,-37,closed,Standard 30-day return window.
ORD-000829,CUST-00050,SKU-014,Denim Shirt,XS,Stone Wash,2026-03-19,regular,30,30,2026-04-18,-79,closed,Standard 30-day return window.
ORD-000830,CUST-00050,SKU-011,Denim Jacket,S,Stone Wash,2026-07-04,regular,30,30,2026-08-03,28,open,Standard 30-day return window.
ORD-000831,CUST-00311,SKU-005,Slim Straight,24,Black,2026-04-01,new,30,30,2026-05-01,-66,closed,Standard 30-day return window.
ORD-000832,CUST-00312,SKU-016,Denim Skirt,S,Raw Denim,2026-03-05,regular,30,30,2026-04-04,-93,closed,Standard 30-day return window.
ORD-000833,CUST-00312,SKU-012,Chore Jacket,XL,Black,2025-11-19,regular,30,30,2025-12-19,-199,closed,Standard 30-day return window.
ORD-000834,CUST-00312,SKU-016,Denim Skirt,L,Black,2025-11-15,regular,30,30,2025-12-15,-203,closed,Standard 30-day return window.
ORD-000835,CUST-00312,SKU-001,Skinny,29,Stone Wash,2026-06-04,regular,30,30,2026-07-04,-2,closed,Standard 30-day return window.
ORD-000836,CUST-00312,SKU-004,Wide Leg,32,Stone Wash,2024-12-11,regular,30,30,2025-01-10,-542,closed,Standard 30-day return window.
ORD-000837,CUST-00312,SKU-008,Boyfriend,29,Vintage Blue,2026-03-15,regular,30,30,2026-04-14,-83,closed,Standard 30-day return window.
ORD-000838,CUST-00312,SKU-013,Trucker Jacket,M,Black,2025-04-11,regular,30,30,2025-05-11,-421,closed,Standard 30-day return window.
ORD-000839,CUST-00051,SKU-013,Trucker Jacket,M,Stone Wash,2024-06-25,regular,30,30,2024-07-25,-711,closed,Standard 30-day return window.
ORD-000840,CUST-00051,SKU-007,Mom Jean,26,Indigo,2025-06-19,regular,30,30,2025-07-19,-352,closed,Standard 30-day return window.
ORD-000841,CUST-00051,SKU-011,Denim Jacket,XS,Indigo,2025-06-17,regular,30,30,2025-07-17,-354,closed,Standard 30-day return window.
ORD-000842,CUST-00051,SKU-008,Boyfriend,32,Stone Wash,2025-07-13,regular,30,30,2025-08-12,-328,closed,Standard 30-day return window.
ORD-000843,CUST-00051,SKU-007,Mom Jean,26,Vintage Blue,2025-08-13,regular,30,30,2025-09-12,-297,closed,Standard 30-day return window.
ORD-000844,CUST-00052,SKU-012,Chore Jacket,S,Indigo,2025-12-18,VIP,30,60,2026-02-16,-140,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000845,CUST-00052,SKU-014,Denim Shirt,S,Black,2025-07-12,VIP,30,60,2025-09-10,-299,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000846,CUST-00052,SKU-010,Flare,29,Indigo,2024-12-11,VIP,30,60,2025-02-09,-512,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000847,CUST-00052,SKU-016,Denim Skirt,L,Indigo,2024-06-29,VIP,30,60,2024-08-28,-677,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000848,CUST-00052,SKU-015,Denim Overalls,L,Black,2026-05-31,VIP,30,60,2026-07-30,24,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000849,CUST-00052,SKU-002,Straight,29,Indigo,2024-11-06,VIP,30,60,2025-01-05,-547,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000850,CUST-00052,SKU-005,Slim Straight,25,Stone Wash,2025-01-20,VIP,30,60,2025-03-21,-472,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000851,CUST-00052,SKU-004,Wide Leg,32,White,2025-06-09,VIP,30,60,2025-08-08,-332,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000852,CUST-00052,SKU-012,Chore Jacket,XL,Indigo,2026-01-16,VIP,30,60,2026-03-17,-111,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000853,CUST-00313,SKU-009,Cropped Straight,25,Black,2026-06-01,regular,30,30,2026-07-01,-5,closed,Standard 30-day return window.
ORD-000854,CUST-00313,SKU-001,Skinny,28,White,2026-04-15,regular,30,30,2026-05-15,-52,closed,Standard 30-day return window.
ORD-000855,CUST-00314,SKU-003,Bootcut,26,White,2024-09-21,regular,30,30,2024-10-21,-623,closed,Standard 30-day return window.
ORD-000856,CUST-00314,SKU-003,Bootcut,27,White,2026-04-05,regular,30,30,2026-05-05,-62,closed,Standard 30-day return window.
ORD-000857,CUST-00314,SKU-010,Flare,26,White,2025-05-04,regular,30,30,2025-06-03,-398,closed,Standard 30-day return window.
ORD-000858,CUST-00314,SKU-010,Flare,28,Vintage Blue,2025-01-11,regular,30,30,2025-02-10,-511,closed,Standard 30-day return window.
ORD-000859,CUST-00314,SKU-006,High-Rise Skinny,24,Raw Denim,2026-04-09,regular,30,30,2026-05-09,-58,closed,Standard 30-day return window.
ORD-000860,CUST-00314,SKU-010,Flare,27,White,2025-06-11,regular,30,30,2025-07-11,-360,closed,Standard 30-day return window.
ORD-000861,CUST-00314,SKU-015,Denim Overalls,M,Indigo,2025-01-22,regular,30,30,2025-02-21,-500,closed,Standard 30-day return window.
ORD-000862,CUST-00053,SKU-016,Denim Skirt,S,Raw Denim,2026-01-02,watch,30,30,2026-02-01,-155,closed,"Watch-listed customer — standard 30-day return window applied strictly, no extensions."
ORD-000863,CUST-00053,SKU-002,Straight,29,Vintage Blue,2026-04-10,watch,30,30,2026-05-10,-57,closed,"Watch-listed customer — standard 30-day return window applied strictly, no extensions."
ORD-000864,CUST-00053,SKU-006,High-Rise Skinny,30,Stone Wash,2025-10-03,watch,30,30,2025-11-02,-246,closed,"Watch-listed customer — standard 30-day return window applied strictly, no extensions."
ORD-000865,CUST-00053,SKU-006,High-Rise Skinny,29,White,2025-11-19,watch,30,30,2025-12-19,-199,closed,"Watch-listed customer — standard 30-day return window applied strictly, no extensions."
ORD-000866,CUST-00053,SKU-015,Denim Overalls,XL,Raw Denim,2025-10-10,watch,30,30,2025-11-09,-239,closed,"Watch-listed customer — standard 30-day return window applied strictly, no extensions."
ORD-000867,CUST-00315,SKU-016,Denim Skirt,L,Stone Wash,2026-05-08,regular,30,30,2026-06-07,-29,closed,Standard 30-day return window.
ORD-000868,CUST-00315,SKU-009,Cropped Straight,33,Stone Wash,2026-05-20,regular,30,30,2026-06-19,-17,closed,Standard 30-day return window.
ORD-000869,CUST-00315,SKU-005,Slim Straight,34,White,2026-06-27,regular,30,30,2026-07-27,21,open,Standard 30-day return window.
ORD-000870,CUST-00315,SKU-001,Skinny,34,Black,2026-05-14,regular,30,30,2026-06-13,-23,closed,Standard 30-day return window.
ORD-000871,CUST-00315,SKU-008,Boyfriend,26,Vintage Blue,2026-03-26,regular,30,30,2026-04-25,-72,closed,Standard 30-day return window.
ORD-000872,CUST-00316,SKU-013,Trucker Jacket,S,Raw Denim,2026-05-26,new,30,30,2026-06-25,-11,closed,Standard 30-day return window.
ORD-000873,CUST-00316,SKU-005,Slim Straight,30,White,2026-05-28,new,30,30,2026-06-27,-9,closed,Standard 30-day return window.
ORD-000874,CUST-00317,SKU-001,Skinny,27,Raw Denim,2025-11-15,regular,30,30,2025-12-15,-203,closed,Standard 30-day return window.
ORD-000875,CUST-00317,SKU-013,Trucker Jacket,XS,Black,2025-05-22,regular,30,30,2025-06-21,-380,closed,Standard 30-day return window.
ORD-000876,CUST-00317,SKU-014,Denim Shirt,S,Stone Wash,2025-12-04,regular,30,30,2026-01-03,-184,closed,Standard 30-day return window.
ORD-000877,CUST-00317,SKU-013,Trucker Jacket,XL,Indigo,2025-12-23,regular,30,30,2026-01-22,-165,closed,Standard 30-day return window.
ORD-000878,CUST-00317,SKU-001,Skinny,26,White,2025-12-15,regular,30,30,2026-01-14,-173,closed,Standard 30-day return window.
ORD-000879,CUST-00054,SKU-016,Denim Skirt,L,Raw Denim,2025-04-07,regular,30,30,2025-05-07,-425,closed,Standard 30-day return window.
ORD-000880,CUST-00054,SKU-016,Denim Skirt,M,Stone Wash,2026-04-24,regular,30,30,2026-05-24,-43,closed,Standard 30-day return window.
ORD-000881,CUST-00055,SKU-015,Denim Overalls,L,Indigo,2025-08-08,regular,30,30,2025-09-07,-302,closed,Standard 30-day return window.
ORD-000882,CUST-00055,SKU-010,Flare,24,Raw Denim,2025-08-02,regular,30,30,2025-09-01,-308,closed,Standard 30-day return window.
ORD-000883,CUST-00055,SKU-012,Chore Jacket,XS,Raw Denim,2024-12-23,regular,30,30,2025-01-22,-530,closed,Standard 30-day return window.
ORD-000884,CUST-00055,SKU-016,Denim Skirt,L,Stone Wash,2026-03-28,regular,30,30,2026-04-27,-70,closed,Standard 30-day return window.
ORD-000885,CUST-00055,SKU-015,Denim Overalls,XS,Indigo,2026-07-04,regular,30,30,2026-08-03,28,open,Standard 30-day return window.
ORD-000886,CUST-00055,SKU-004,Wide Leg,30,Raw Denim,2026-06-27,regular,30,30,2026-07-27,21,open,Standard 30-day return window.
ORD-000887,CUST-00056,SKU-014,Denim Shirt,L,Indigo,2026-04-01,new,30,30,2026-05-01,-66,closed,Standard 30-day return window.
ORD-000888,CUST-00318,SKU-009,Cropped Straight,28,Raw Denim,2024-06-26,regular,30,30,2024-07-26,-710,closed,Standard 30-day return window.
ORD-000889,CUST-00318,SKU-016,Denim Skirt,S,Raw Denim,2024-04-18,regular,30,30,2024-05-18,-779,closed,Standard 30-day return window.
ORD-000890,CUST-00318,SKU-013,Trucker Jacket,S,Stone Wash,2026-01-15,regular,30,30,2026-02-14,-142,closed,Standard 30-day return window.
ORD-000891,CUST-00318,SKU-011,Denim Jacket,XS,Black,2024-12-05,regular,30,30,2025-01-04,-548,closed,Standard 30-day return window.
ORD-000892,CUST-00318,SKU-015,Denim Overalls,XL,Raw Denim,2024-12-18,regular,30,30,2025-01-17,-535,closed,Standard 30-day return window.
ORD-000893,CUST-00057,SKU-016,Denim Skirt,XL,Indigo,2025-08-01,new,30,30,2025-08-31,-309,closed,Standard 30-day return window.
ORD-000894,CUST-00319,SKU-013,Trucker Jacket,M,Raw Denim,2026-06-18,regular,30,30,2026-07-18,12,open,Standard 30-day return window.
ORD-000895,CUST-00319,SKU-003,Bootcut,27,Vintage Blue,2026-04-09,regular,30,30,2026-05-09,-58,closed,Standard 30-day return window.
ORD-000896,CUST-00319,SKU-005,Slim Straight,33,Raw Denim,2026-06-06,regular,30,30,2026-07-06,0,closing_soon,Standard 30-day return window.
ORD-000897,CUST-00319,SKU-010,Flare,32,Vintage Blue,2025-07-07,regular,30,30,2025-08-06,-334,closed,Standard 30-day return window.
ORD-000898,CUST-00319,SKU-007,Mom Jean,27,Indigo,2025-08-28,regular,30,30,2025-09-27,-282,closed,Standard 30-day return window.
ORD-000899,CUST-00319,SKU-014,Denim Shirt,XL,Stone Wash,2025-12-23,regular,30,30,2026-01-22,-165,closed,Standard 30-day return window.
ORD-000900,CUST-00319,SKU-011,Denim Jacket,XL,Raw Denim,2026-06-12,regular,30,30,2026-07-12,6,open,Standard 30-day return window.
ORD-000901,CUST-00320,SKU-006,High-Rise Skinny,30,White,2026-05-20,regular,30,30,2026-06-19,-17,closed,Standard 30-day return window.
ORD-000902,CUST-00320,SKU-014,Denim Shirt,L,Raw Denim,2025-11-21,regular,30,30,2025-12-21,-197,closed,Standard 30-day return window.
ORD-000903,CUST-00320,SKU-011,Denim Jacket,XL,Black,2026-04-29,regular,30,30,2026-05-29,-38,closed,Standard 30-day return window.
ORD-000904,CUST-00320,SKU-007,Mom Jean,26,Stone Wash,2026-04-19,regular,30,30,2026-05-19,-48,closed,Standard 30-day return window.
ORD-000905,CUST-00321,SKU-001,Skinny,27,Raw Denim,2024-12-04,VIP,30,60,2025-02-02,-519,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000906,CUST-00321,SKU-004,Wide Leg,33,White,2025-05-25,VIP,30,60,2025-07-24,-347,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000907,CUST-00321,SKU-002,Straight,34,Vintage Blue,2024-04-19,VIP,30,60,2024-06-18,-748,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000908,CUST-00321,SKU-009,Cropped Straight,32,Indigo,2026-04-19,VIP,30,60,2026-06-18,-18,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000909,CUST-00321,SKU-010,Flare,30,Vintage Blue,2026-06-04,VIP,30,60,2026-08-03,28,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000910,CUST-00321,SKU-009,Cropped Straight,33,Indigo,2024-06-14,VIP,30,60,2024-08-13,-692,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000911,CUST-00321,SKU-007,Mom Jean,28,Indigo,2024-10-13,VIP,30,60,2024-12-12,-571,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000912,CUST-00321,SKU-009,Cropped Straight,29,White,2026-03-19,VIP,30,60,2026-05-18,-49,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000913,CUST-00321,SKU-002,Straight,26,Black,2025-09-11,VIP,30,60,2025-11-10,-238,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000914,CUST-00321,SKU-010,Flare,31,Vintage Blue,2026-02-10,VIP,30,60,2026-04-11,-86,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000915,CUST-00322,SKU-009,Cropped Straight,34,Black,2026-03-08,VIP,30,60,2026-05-07,-60,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000916,CUST-00322,SKU-013,Trucker Jacket,L,Black,2025-12-27,VIP,30,60,2026-02-25,-131,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000917,CUST-00322,SKU-016,Denim Skirt,S,Raw Denim,2026-03-30,VIP,30,60,2026-05-29,-38,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000918,CUST-00322,SKU-010,Flare,27,Black,2026-01-09,VIP,30,60,2026-03-10,-118,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000919,CUST-00322,SKU-001,Skinny,32,Black,2026-03-25,VIP,30,60,2026-05-24,-43,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000920,CUST-00322,SKU-003,Bootcut,28,Raw Denim,2026-01-18,VIP,30,60,2026-03-19,-109,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000921,CUST-00322,SKU-008,Boyfriend,27,White,2026-04-17,VIP,30,60,2026-06-16,-20,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000922,CUST-00322,SKU-002,Straight,33,White,2026-06-25,VIP,30,60,2026-08-24,49,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000923,CUST-00322,SKU-007,Mom Jean,27,Black,2026-05-06,VIP,30,60,2026-07-05,-1,discretionary,"VIP customer — standard 30-day window extended by 30 days to 60 days. Past the window, but VIP status allows manager discretion for up to 14 more days."
ORD-000924,CUST-00322,SKU-003,Bootcut,27,Stone Wash,2026-01-06,VIP,30,60,2026-03-07,-121,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000925,CUST-00322,SKU-014,Denim Shirt,XS,Raw Denim,2026-03-10,VIP,30,60,2026-05-09,-58,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000926,CUST-00322,SKU-009,Cropped Straight,31,Vintage Blue,2026-07-05,VIP,30,60,2026-09-03,59,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000927,CUST-00322,SKU-008,Boyfriend,29,White,2026-03-01,VIP,30,60,2026-04-30,-67,closed,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000928,CUST-00322,SKU-016,Denim Skirt,XS,Stone Wash,2026-07-05,VIP,30,60,2026-09-03,59,open,VIP customer — standard 30-day window extended by 30 days to 60 days.
ORD-000929,CUST-00058,SKU-014,Denim Shirt,M,Indigo,2026-04-03,regular,30,30,2026-05-03,-64,closed,Standard 30-day return window.
ORD-000930,CUST-00058,SKU-006,High-Rise Skinny,27,Indigo,2026-01-30,regular,30,30,2026-03-01,-127,closed,Standard 30-day return window.
ORD-000931,CUST-00058,SKU-010,Flare,29,Raw Denim,2025-11-21,regular,30,30,2025-12-21,-197,closed,Standard 30-day return window.
ORD-000932,CUST-00059,SKU-005,Slim Straight,29,Black,2025-03-16,watch,30,30,2025-04-15,-447,closed,"Watch-listed customer — standard 30-day return window applied strictly, no extensions."
ORD-000933,CUST-00059,SKU-016,Denim Skirt,XL,Raw Denim,2024-11-17,watch,30,30,2024-12-17,-566,closed,"Watch-listed customer — standard 30-day return window applied strictly, no extensions."
ORD-000934,CUST-00059,SKU-010,Flare,29,Black,2025-12-09,watch,30,30,2026-01-08,-179,closed,"Watch-listed customer — standard 30-day return window applied strictly, no extensions."
ORD-000935,CUST-00059,SKU-015,Denim Overalls,M,Raw Denim,2025-07-01,watch,30,30,2025-07-31,-340,closed,"Watch-listed customer — standard 30-day return window applied strictly, no extensions."
ORD-000936,CUST-00059,SKU-005,Slim Straight,31,White,2025-08-02,watch,30,30,2025-09-01,-308,closed,"Watch-listed customer — standard 30-day return window applied strictly, no extensions."
ORD-000937,CUST-00059,SKU-014,Denim Shirt,L,Stone Wash,2025-06-27,watch,30,30,2025-07-27,-344,closed,"Watch-listed customer — standard 30-day return window applied strictly, no extensions."
ORD-000938,CUST-00323,SKU-011,Denim Jacket,L,Raw Denim,2026-03-19,regular,30,30,2026-04-18,-79,closed,Standard 30-day return window.
ORD-000939,CUST-00323,SKU-008,Boyfriend,28,Raw Denim,2026-07-04,regular,30,30,2026-08-03,28,open,Standard 30-day return window.
ORD-000940,CUST-00323,SKU-010,Flare,25,Stone Wash,2026-04-26,regular,30,30,2026-05-26,-41,closed,Standard 30-day return window.
ORD-000941,CUST-00323,SKU-005,Slim Straight,33,White,2026-06-23,regular,30,30,2026-07-23,17,open,Standard 30-day return window.
ORD-000942,CUST-00323,SKU-009,Cropped Straight,32,Raw Denim,2026-05-22,regular,30,30,2026-06-21,-15,closed,Standard 30-day return window.
